Outlet_ID,Outlet_Size,Cooler_Count,Outlet_Type
OUT_04700,Medium,2.0,Eatery
OUT_04701,Large,2.0,Grocery
OUT_04702,Medium,2.0,Bakery
OUT_04703,Large,2.0,Bakery
OUT_04704,Large,3.0,Pharmacy
OUT_04705,small,0.0,Grocery
OUT_04706,Large,2.0,Grocery
OUT_04707,Medium,1.0,SMMT
OUT_04708,small,1.0,Bakery
OUT_04709,small,0.0,Eatery
OUT_04710,Medium,2.0,Bakery
OUT_04711,small,1.0,Grocery
OUT_04712,small,0.0,Pharmacy
OUT_04713,Large,5.0,Hotel
OUT_04714,Large,3.0,Kiosk
OUT_04715,small,0.0,Bakery
OUT_04716,Medium,2.0,Hotel
OUT_04717,small,0.0,SMMT
OUT_04718,Large,2.0,Pharmacy
OUT_04719,small,0.0,Eatery
OUT_04720,small,1.0,Grocery
OUT_04721,Medium,2.0,Pharmacy
OUT_04722,small,1.0,SMMT
OUT_04723,Medium,2.0,Pharmacy
OUT_04724,Large,5.0,Grocery
OUT_04725,small,1.0,Grocery
OUT_04726,Medium,1.0,SMMT
OUT_04727,small,0.0,Eatery
OUT_04728,Medium,2.0,Kiosk
OUT_04729,Medium,1.0,Eatery
OUT_04730,small,0.0,Eatery
OUT_04731,Medium,1.0,SMMT
OUT_04732,small,0.0,Hotel
OUT_04733,Large,3.0,Pharmacy
OUT_04734,Large,2.0,Grocery
OUT_04735,small,0.0,Grocery
OUT_04736,Medium,2.0,Eatery
OUT_04737,Large,5.0,SMMT
OUT_04738,small,0.0,Bakery
OUT_04739,small,1.0,Bakery
OUT_04740,small,0.0,SMMT
OUT_04741,small,0.0,Bakery
OUT_04742,Large,3.0,Pharmacy
OUT_04743,Medium,2.0,Grocery
OUT_04744,Medium,2.0,Grocery
OUT_04745,small,1.0,Pharmacy
OUT_04746,Large,2.0,Bakery
OUT_04747,Medium,2.0,Grocery
OUT_04748,small,1.0,Bakery
OUT_04749,small,0.0,Grocery
OUT_04750,small,1.0,SMMT
OUT_04751,Large,4.0,Hotel
OUT_04752,Extra Large,4.0,Eatery
OUT_04753,Medium,2.0,Hotel
OUT_04754,Medium,2.0,Hotel
OUT_04755,Medium,1.0,Bakery
OUT_04756,Medium,1.0,Kiosk
OUT_04757,small,4.0,Bakery
OUT_04758,Large,3.0,Grocery
OUT_04759,small,1.0,Grocery
OUT_04760,small,0.0,Hotel
OUT_04761,Medium,2.0,Kiosk
OUT_04762,small,0.0,Kiosk
OUT_04763,small,0.0,SMMT
OUT_04764,small,1.0,Bakery
OUT_04765,Medium,2.0,SMMT
OUT_04766,Large,2.0,Grocery
OUT_04768,Large,3.0,SMMT
OUT_04769,small,0.0,Hotel
OUT_04770,small,0.0,Kiosk
OUT_04771,small,0.0,SMMT
OUT_04772,Large,3.0,Bakery
OUT_04773,small,0.0,Pharmacy
OUT_04774,Medium,1.0,Bakery
OUT_04775,small,4.0,Bakery
OUT_04776,Medium,1.0,Hotel
OUT_04777,small,0.0,Hotel
OUT_04778,small,1.0,Bakery
OUT_04779,Medium,2.0,Grocery
OUT_04780,small,0.0,Bakery
OUT_04781,Medium,1.0,Bakery
OUT_04782,Medium,1.0,SMMT
OUT_04783,Medium,1.0,Bakery
OUT_04784,Medium,1.0,SMMT
OUT_04785,Medium,1.0,Kiosk
OUT_04786,Medium,1.0,Grocery
OUT_04787,small,0.0,SMMT
OUT_04788,Medium,2.0,SMMT
OUT_04789,small,1.0,Eatery
OUT_04790,Extra Large,3.0,Grocery
OUT_04791,Large,2.0,Bakery
OUT_04792,small,0.0,SMMT
OUT_04793,small,0.0,Kiosk
OUT_04794,small,0.0,Bakery
OUT_04795,Large,5.0,Hotel
OUT_04796,Medium,2.0,Eatery
OUT_04797,small,0.0,Bakery
OUT_04798,Large,2.0,SMMT
OUT_04799,small,0.0,Pharmacy
OUT_04800,small,0.0,SMMT
OUT_04801,small,0.0,Pharmacy
OUT_04802,small,0.0,Pharmacy
OUT_04803,small,0.0,SMMT
OUT_04804,Large,4.0,Eatery
OUT_04805,small,0.0,Pharmacy
OUT_04806,small,0.0,Grocery
OUT_04807,Medium,1.0,Pharmacy
OUT_04808,Large,3.0,SMMT
OUT_04809,small,0.0,Eatery
OUT_04810,Medium,1.0,Kiosk
OUT_04811,Large,2.0,Hotel
OUT_04812,Extra Large,5.0,Eatery
OUT_04814,Large,2.0,Kiosk
OUT_04815,small,0.0,Kiosk
OUT_04816,small,0.0,SMMT
OUT_04817,small,1.0,Pharmacy
OUT_04818,Medium,2.0,Eatery
OUT_04819,Extra Large,4.0,SMMT
OUT_04820,small,1.0,Pharmacy
OUT_04821,small,0.0,Eatery
OUT_04822,small,0.0,Eatery
OUT_04823,Medium,1.0,Kiosk
OUT_04824,small,0.0,SMMT
OUT_04825,small,0.0,Grocery
OUT_04826,small,1.0,Hotel
OUT_04827,small,0.0,Bakery
OUT_04828,small,0.0,Bakery
OUT_04829,small,0.0,Bakery
OUT_04830,Large,2.0,Kiosk
OUT_04831,small,1.0,Eatery
OUT_04832,Medium,2.0,Eatery
OUT_04833,Medium,1.0,Eatery
OUT_04834,small,1.0,Bakery
OUT_04835,Extra Large,5.0,Hotel
OUT_04836,Medium,1.0,Pharmacy
OUT_04837,small,0.0,Grocery
OUT_04838,small,0.0,Hotel
OUT_04839,small,0.0,Bakery
OUT_04840,small,1.0,SMMT
OUT_04841,small,0.0,Pharmacy
OUT_04842,small,0.0,Hotel
OUT_04843,small,0.0,Eatery
OUT_04844,Large,5.0,Pharmacy
OUT_04845,small,0.0,Eatery
OUT_04846,small,1.0,Pharmacy
OUT_04847,small,1.0,Grocery
OUT_04848,Medium,2.0,Grocery
OUT_04849,Medium,1.0,Bakery
OUT_04850,small,1.0,Hotel
OUT_04851,Medium,2.0,Bakery
OUT_04852,Medium,1.0,Kiosk
OUT_04853,Extra Large,4.0,Bakery
OUT_04854,Large,4.0,Bakery
OUT_04855,small,0.0,Bakery
OUT_04856,Medium,1.0,Pharmacy
OUT_04857,Large,2.0,Eatery
OUT_04858,small,1.0,Bakery
OUT_04859,Medium,2.0,Pharmacy
OUT_04860,Medium,2.0,Hotel
OUT_04861,Medium,1.0,Eatery
OUT_04862,Medium,2.0,Hotel
OUT_04863,small,0.0,Pharmacy
OUT_04864,Medium,2.0,Grocery
OUT_04865,Medium,1.0,Bakery
OUT_04866,Medium,1.0,SMMT
OUT_04867,small,0.0,Kiosk
OUT_04868,Medium,2.0,Bakery
OUT_04869,Large,4.0,Eatery
OUT_04870,small,0.0,Kiosk
OUT_04871,small,1.0,SMMT
OUT_04872,Medium,2.0,Kiosk
OUT_04873,Large,5.0,Bakery
OUT_04874,small,0.0,Kiosk
OUT_04875,small,0.0,Grocery
OUT_04876,Medium,2.0,Kiosk
OUT_04877,small,2.0,Hotel
OUT_04878,small,0.0,Pharmacy
OUT_04879,Extra Large,3.0,Hotel
OUT_04880,small,0.0,Eatery
OUT_04881,small,0.0,Eatery
OUT_04882,Medium,2.0,Grocery
OUT_04883,small,0.0,Eatery
OUT_04884,small,0.0,Hotel
OUT_04885,Large,5.0,Hotel
OUT_04886,Medium,2.0,Hotel
OUT_04887,Large,2.0,SMMT
OUT_04888,small,1.0,Kiosk
OUT_04889,small,1.0,Grocery
OUT_04890,small,0.0,SMMT
OUT_04891,Medium,2.0,Bakery
OUT_04892,Large,2.0,Grocery
OUT_04893,Medium,2.0,Grocery
OUT_04894,small,0.0,Bakery
OUT_04895,small,0.0,Kiosk
OUT_04896,small,1.0,Eatery
OUT_04897,small,0.0,Grocery
OUT_04898,Large,5.0,SMMT
OUT_04899,Medium,1.0,SMMT
OUT_04900,small,1.0,Pharmacy
OUT_04901,Medium,1.0,Eatery
OUT_04902,small,0.0,Eatery
OUT_04903,Medium,2.0,Pharmacy
OUT_04904,Medium,2.0,Grocery
OUT_04905,small,1.0,Grocery
OUT_04906,small,1.0,Pharmacy
OUT_04907,small,0.0,Hotel
OUT_04908,small,0.0,Eatery
OUT_04909,small,0.0,Grocery
OUT_04910,Medium,1.0,Pharmacy
OUT_04911,small,0.0,Eatery
OUT_04912,Medium,1.0,Grocery
OUT_04913,Large,2.0,Eatery
OUT_04914,Medium,1.0,Eatery
OUT_04915,small,1.0,Hotel
OUT_04916,small,1.0,Eatery
OUT_04917,Medium,2.0,Pharmacy
OUT_04918,small,0.0,Grocery
OUT_04919,Extra Large,3.0,Kiosk
OUT_04920,Medium,2.0,Bakery
OUT_04921,small,0.0,Eatery
OUT_04922,Medium,1.0,Pharmacy
OUT_04923,small,0.0,Grocery
OUT_04924,Large,3.0,Eatery
OUT_04925,Large,4.0,SMMT
OUT_04926,small,1.0,Kiosk
OUT_04927,Medium,1.0,SMMT
OUT_04928,Medium,2.0,SMMT
OUT_04929,Medium,2.0,Hotel
OUT_04930,small,1.0,Bakery
OUT_04931,small,0.0,Hotel
OUT_04932,Medium,2.0,Bakery
OUT_04933,small,1.0,Hotel
OUT_04934,small,0.0,Eatery
OUT_04935,small,0.0,Kiosk
OUT_04936,Medium,2.0,Hotel
OUT_04937,Medium,1.0,Grocery
OUT_04938,small,0.0,Grocery
OUT_04939,small,0.0,SMMT
OUT_04940,small,0.0,Bakery
OUT_04941,Large,3.0,SMMT
OUT_04942,Large,2.0,Pharmacy
OUT_04943,small,0.0,Hotel
OUT_04944,Large,3.0,Bakery
OUT_04945,Medium,2.0,Bakery
OUT_04946,small,0.0,SMMT
OUT_04947,Large,3.0,SMMT
OUT_04948,small,0.0,Pharmacy
OUT_04949,Medium,2.0,Hotel
OUT_04950,Medium,2.0,Eatery
OUT_04951,small,1.0,Kiosk
OUT_04952,Medium,2.0,SMMT
OUT_04953,Large,3.0,Hotel
OUT_04954,Medium,2.0,Bakery
OUT_04955,small,0.0,Kiosk
OUT_04956,small,0.0,Hotel
OUT_04957,small,0.0,Hotel
OUT_04958,small,1.0,Pharmacy
OUT_04959,Medium,2.0,Bakery
OUT_04960,small,0.0,Eatery
OUT_04961,small,1.0,Hotel
OUT_04962,Extra Large,2.0,Bakery
OUT_04963,Medium,2.0,Bakery
OUT_04964,small,0.0,Pharmacy
OUT_04965,small,0.0,Bakery
OUT_04966,small,0.0,Grocery
OUT_04967,small,0.0,Hotel
OUT_04968,Medium,2.0,Bakery
OUT_04969,Medium,1.0,Bakery
OUT_04970,small,0.0,SMMT
OUT_04971,Large,5.0,Kiosk
OUT_04972,Medium,2.0,Eatery
OUT_04973,Large,5.0,Eatery
OUT_04974,Medium,1.0,Pharmacy
OUT_04975,small,0.0,Bakery
OUT_04976,small,1.0,Bakery
OUT_04977,small,0.0,Hotel
OUT_04978,Medium,1.0,Eatery
OUT_04979,Extra Large,4.0,Hotel
OUT_04980,Medium,1.0,Grocery
OUT_04981,small,0.0,Grocery
OUT_04982,Medium,1.0,Kiosk
OUT_04983,Large,3.0,Eatery
OUT_04984,small,1.0,Hotel
OUT_04985,Large,2.0,Kiosk
OUT_04986,Medium,1.0,Eatery
OUT_04987,small,0.0,Grocery
OUT_04988,small,1.0,Eatery
OUT_04989,small,0.0,Bakery
OUT_04990,Medium,1.0,Kiosk
OUT_04991,small,1.0,Kiosk
OUT_04992,Large,5.0,Pharmacy
OUT_04993,small,0.0,Pharmacy
OUT_04994,Medium,2.0,Bakery
OUT_04995,small,1.0,Kiosk
OUT_04996,Medium,2.0,Bakery
OUT_04997,small,0.0,Bakery
OUT_04998,small,1.0,Grocery
OUT_04999,Medium,1.0,Grocery
OUT_05000,small,0.0,Eatery
OUT_05001,small,1.0,Hotel
OUT_05002,small,0.0,Kiosk
OUT_05003,small,0.0,Grocery
OUT_05004,small,0.0,Grocery
OUT_05005,Medium,2.0,Grocery
OUT_05006,small,0.0,Eatery
OUT_05007,Extra Large,4.0,Hotel
OUT_05008,small,1.0,Bakery
OUT_05009,small,0.0,Eatery
OUT_05010,small,0.0,Grocery
OUT_05011,Medium,1.0,Bakery
OUT_05012,small,0.0,Kiosk
OUT_05013,small,0.0,Grocery
OUT_05014,Medium,1.0,Pharmacy
OUT_05015,Medium,2.0,Hotel
OUT_05016,Medium,2.0,Grocery
OUT_05017,small,0.0,Bakery
OUT_05018,Medium,2.0,Kiosk
OUT_05019,small,1.0,Eatery
OUT_05020,small,0.0,Kiosk
OUT_05021,Medium,1.0,Hotel
OUT_05022,small,0.0,Grocery
OUT_05023,small,0.0,Hotel
OUT_05024,Medium,2.0,Kiosk
OUT_05025,small,0.0,SMMT
OUT_05026,Medium,2.0,Hotel
OUT_05027,small,0.0,Kiosk
OUT_05028,small,1.0,Kiosk
OUT_05029,Medium,2.0,SMMT
OUT_05030,small,1.0,Kiosk
OUT_05031,small,1.0,Bakery
OUT_05032,small,1.0,Pharmacy
OUT_05033,small,0.0,Kiosk
OUT_05034,Medium,1.0,Grocery
OUT_05035,small,0.0,Bakery
OUT_05036,small,0.0,Pharmacy
OUT_05037,small,0.0,SMMT
OUT_05038,small,1.0,SMMT
OUT_05039,small,0.0,Eatery
OUT_05040,small,1.0,Grocery
OUT_05041,small,0.0,Hotel
OUT_05042,small,2.0,Pharmacy
OUT_05043,small,0.0,SMMT
OUT_05044,Medium,2.0,Pharmacy
OUT_05045,Large,4.0,Eatery
OUT_05046,Large,4.0,Kiosk
OUT_05047,small,0.0,Grocery
OUT_05048,small,0.0,Kiosk
OUT_05049,small,0.0,SMMT
OUT_05050,Extra Large,2.0,Hotel
OUT_05051,small,0.0,Bakery
OUT_05052,Large,4.0,Eatery
OUT_05053,small,0.0,Kiosk
OUT_05054,small,0.0,Pharmacy
OUT_05056,Medium,2.0,Kiosk
OUT_05057,Medium,1.0,Grocery
OUT_05058,small,0.0,Bakery
OUT_05059,Medium,2.0,Pharmacy
OUT_05060,small,0.0,Eatery
OUT_05061,small,0.0,Pharmacy
OUT_05062,small,0.0,Eatery
OUT_05063,small,0.0,Hotel
OUT_05064,Medium,1.0,Eatery
OUT_05065,Medium,1.0,Kiosk
OUT_05066,Medium,1.0,Eatery
OUT_05067,small,1.0,Hotel
OUT_05068,small,1.0,Kiosk
OUT_05069,small,0.0,Hotel
OUT_05070,Medium,1.0,Grocery
OUT_05071,Extra Large,4.0,Eatery
OUT_05072,small,1.0,SMMT
OUT_05073,Medium,1.0,Pharmacy
OUT_05074,small,0.0,Grocery
OUT_05075,small,0.0,Kiosk
OUT_05076,small,1.0,Kiosk
OUT_05077,small,1.0,Bakery
OUT_05078,Medium,1.0,Bakery
OUT_05079,Large,3.0,Bakery
OUT_05080,Medium,1.0,Grocery
OUT_05081,small,0.0,Grocery
OUT_05082,Medium,1.0,Eatery
OUT_05083,Medium,2.0,Grocery
OUT_05084,Medium,1.0,Pharmacy
OUT_05085,Medium,1.0,Grocery
OUT_05086,small,0.0,Pharmacy
OUT_05087,Medium,2.0,Kiosk
OUT_05088,small,0.0,Pharmacy
OUT_05089,Medium,1.0,Hotel
OUT_05090,Medium,2.0,Kiosk
OUT_05091,Large,5.0,SMMT
OUT_05092,Extra Large,5.0,Bakery
OUT_05093,Medium,2.0,Hotel
OUT_05094,Medium,2.0,Hotel
OUT_05095,Extra Large,5.0,Eatery
OUT_05096,small,0.0,Bakery
OUT_05097,Large,4.0,Pharmacy
OUT_05098,small,0.0,Kiosk
OUT_05099,small,0.0,Bakery
OUT_05100,small,1.0,Hotel
OUT_05101,Large,3.0,Pharmacy
OUT_05102,Medium,1.0,Bakery
OUT_05103,small,0.0,Hotel
OUT_05104,Large,4.0,Kiosk
OUT_05105,small,0.0,Pharmacy
OUT_05106,small,1.0,Kiosk
OUT_05107,Medium,2.0,Hotel
OUT_05108,small,1.0,Hotel
OUT_05109,small,1.0,Bakery
OUT_05111,small,0.0,Eatery
OUT_05112,Medium,2.0,Hotel
OUT_05113,small,0.0,Eatery
OUT_05114,small,0.0,Grocery
OUT_05115,Large,3.0,Kiosk
OUT_05116,Medium,1.0,Bakery
OUT_05117,small,0.0,Kiosk
OUT_05118,Medium,1.0,Kiosk
OUT_05119,small,0.0,Kiosk
OUT_05120,Extra Large,4.0,Pharmacy
OUT_05121,small,0.0,Eatery
OUT_05122,Large,2.0,Bakery
OUT_05123,Medium,1.0,SMMT
OUT_05124,Medium,1.0,Hotel
OUT_05125,small,0.0,Pharmacy
OUT_05126,small,1.0,Grocery
OUT_05127,small,0.0,Hotel
OUT_05128,Medium,1.0,SMMT
OUT_05129,Medium,2.0,Hotel
OUT_05130,Large,3.0,Bakery
OUT_05131,Medium,1.0,Bakery
OUT_05132,small,0.0,Kiosk
OUT_05133,Extra Large,5.0,SMMT
OUT_05134,Medium,2.0,Bakery
OUT_05135,small,0.0,Pharmacy
OUT_05136,Medium,2.0,Hotel
OUT_05137,small,0.0,Bakery
OUT_05138,small,1.0,Bakery
OUT_05139,small,1.0,Eatery
OUT_05140,small,4.0,Hotel
OUT_05141,Medium,1.0,Hotel
OUT_05142,Large,2.0,Kiosk
OUT_05143,Medium,1.0,Kiosk
OUT_05144,small,1.0,Bakery
OUT_05145,small,0.0,Hotel
OUT_05146,small,0.0,SMMT
OUT_05147,Medium,2.0,Eatery
OUT_05148,small,1.0,Pharmacy
OUT_05149,Medium,2.0,SMMT
OUT_05150,Medium,2.0,SMMT
OUT_05151,small,0.0,Bakery
OUT_05152,small,0.0,Bakery
OUT_05153,small,1.0,Hotel
OUT_05154,small,0.0,SMMT
OUT_05155,Medium,2.0,SMMT
OUT_05156,Extra Large,2.0,SMMT
OUT_05157,Extra Large,4.0,Bakery
OUT_05158,small,1.0,Hotel
OUT_05159,Medium,1.0,Pharmacy
OUT_05160,small,1.0,Eatery
OUT_05161,Large,3.0,Pharmacy
OUT_05162,Large,5.0,Bakery
OUT_05163,Medium,1.0,Bakery
OUT_05164,small,0.0,Grocery
OUT_05165,small,0.0,Eatery
OUT_05166,Large,4.0,Grocery
OUT_05167,Medium,1.0,Hotel
OUT_05168,Large,3.0,Pharmacy
OUT_05169,small,1.0,Pharmacy
OUT_05170,Large,4.0,Bakery
OUT_05171,small,1.0,Bakery
OUT_05172,small,0.0,Eatery
OUT_05173,small,1.0,Eatery
OUT_05174,Medium,1.0,Grocery
OUT_05175,Large,3.0,SMMT
OUT_05176,Large,4.0,Bakery
OUT_05177,small,1.0,SMMT
OUT_05178,Large,3.0,Grocery
OUT_05179,small,1.0,Kiosk
OUT_05180,small,1.0,Eatery
OUT_05181,Extra Large,2.0,Eatery
OUT_05182,small,0.0,Grocery
OUT_05183,Medium,1.0,Pharmacy
OUT_05184,small,0.0,Grocery
OUT_05185,Large,2.0,SMMT
OUT_05186,Large,2.0,Kiosk
OUT_05187,Medium,1.0,Hotel
OUT_05188,Large,3.0,Grocery
OUT_05189,small,0.0,Kiosk
OUT_05190,small,0.0,Hotel
OUT_05191,small,0.0,Bakery
OUT_05192,Medium,1.0,Pharmacy
OUT_05193,small,1.0,Pharmacy
OUT_05194,Medium,1.0,SMMT
OUT_05195,Medium,1.0,Pharmacy
OUT_05196,small,1.0,Kiosk
OUT_05197,Large,4.0,Pharmacy
OUT_05198,Extra Large,3.0,Pharmacy
OUT_05199,Medium,1.0,Hotel
OUT_05200,small,0.0,Hotel
OUT_05201,Large,2.0,SMMT
OUT_05202,small,0.0,Bakery
OUT_05203,Medium,1.0,Bakery
OUT_05204,Extra Large,3.0,Kiosk
OUT_05205,Extra Large,2.0,Kiosk
OUT_05206,small,0.0,Kiosk
OUT_05207,Medium,2.0,Hotel
OUT_05208,small,0.0,SMMT
OUT_05209,small,0.0,Kiosk
OUT_05210,small,0.0,SMMT
OUT_05211,Medium,2.0,Eatery
OUT_05212,small,1.0,Eatery
OUT_05213,small,0.0,Grocery
OUT_05215,small,1.0,Kiosk
OUT_05216,Large,4.0,Hotel
OUT_05217,small,1.0,Bakery
OUT_05218,Medium,1.0,Hotel
OUT_05219,small,0.0,SMMT
OUT_05220,Medium,2.0,Eatery
OUT_05221,small,0.0,Grocery
OUT_05222,Large,2.0,Hotel
OUT_05223,small,0.0,Grocery
OUT_05224,small,0.0,Eatery
OUT_05225,Medium,1.0,Bakery
OUT_05226,small,0.0,Pharmacy
OUT_05227,small,0.0,Bakery
OUT_05228,small,0.0,Kiosk
OUT_05229,small,0.0,Eatery
OUT_05230,Extra Large,4.0,Pharmacy
OUT_05231,Large,2.0,Bakery
OUT_05232,Medium,1.0,Grocery
OUT_05233,Large,3.0,Hotel
OUT_05234,Medium,1.0,Grocery
OUT_05235,small,0.0,Pharmacy
OUT_05236,small,1.0,Kiosk
OUT_05237,Medium,1.0,Bakery
OUT_05238,small,0.0,Pharmacy
OUT_05239,Medium,1.0,Pharmacy
OUT_05240,Medium,2.0,Hotel
OUT_05241,small,0.0,Hotel
OUT_05242,small,0.0,Kiosk
OUT_05243,Medium,2.0,Grocery
OUT_05244,Medium,1.0,Kiosk
OUT_05245,small,0.0,Pharmacy
OUT_05246,small,0.0,Bakery
OUT_05247,small,0.0,Pharmacy
OUT_05248,Medium,1.0,Eatery
OUT_05249,Medium,2.0,Kiosk
OUT_05250,Extra Large,5.0,Kiosk
OUT_05251,small,0.0,Eatery
OUT_05252,small,0.0,Bakery
OUT_05253,Medium,2.0,Pharmacy
OUT_05254,small,0.0,SMMT
OUT_05255,Large,2.0,SMMT
OUT_05256,Large,3.0,Bakery
OUT_05257,Large,2.0,Kiosk
OUT_05258,small,1.0,Eatery
OUT_05259,Large,3.0,Hotel
OUT_05260,Medium,2.0,Bakery
OUT_05261,small,0.0,SMMT
OUT_05262,small,0.0,SMMT
OUT_05263,small,0.0,SMMT
OUT_05264,Large,4.0,SMMT
OUT_05265,Medium,1.0,Eatery
OUT_05266,small,0.0,Pharmacy
OUT_05267,Medium,1.0,Bakery
OUT_05268,small,0.0,SMMT
OUT_05269,Extra Large,3.0,Hotel
OUT_05270,Medium,2.0,Eatery
OUT_05271,Large,4.0,SMMT
OUT_05272,Large,4.0,Eatery
OUT_05273,small,0.0,Grocery
OUT_05274,Medium,2.0,Grocery
OUT_05275,small,0.0,Pharmacy
OUT_05276,small,0.0,SMMT
OUT_05277,small,0.0,Hotel
OUT_05278,small,0.0,SMMT
OUT_05279,small,0.0,Pharmacy
OUT_05280,Extra Large,5.0,Eatery
OUT_05281,Medium,1.0,Kiosk
OUT_05282,Medium,2.0,SMMT
OUT_05283,Medium,1.0,Hotel
OUT_05284,small,0.0,SMMT
OUT_05285,small,0.0,Eatery
OUT_05286,Large,3.0,Pharmacy
OUT_05287,Large,5.0,SMMT
OUT_05288,small,0.0,SMMT
OUT_05289,Medium,1.0,Pharmacy
OUT_05290,Medium,1.0,Hotel
OUT_05291,small,0.0,Hotel
OUT_05292,Large,4.0,SMMT
OUT_05293,small,0.0,Eatery
OUT_05294,small,0.0,Grocery
OUT_05295,Medium,1.0,Hotel
OUT_05296,small,0.0,Eatery
OUT_05297,Extra Large,4.0,SMMT
OUT_05298,small,0.0,SMMT
OUT_05299,Large,4.0,Bakery
OUT_05300,Medium,1.0,SMMT
OUT_05301,Medium,1.0,Bakery
OUT_05302,Large,3.0,SMMT
OUT_05303,small,1.0,Bakery
OUT_05305,Medium,1.0,Pharmacy
OUT_05306,small,1.0,Bakery
OUT_05307,small,2.0,Grocery
OUT_05308,small,0.0,Bakery
OUT_05309,small,0.0,Hotel
OUT_05310,small,0.0,Hotel
OUT_05311,Medium,2.0,Kiosk
OUT_05312,small,0.0,Pharmacy
OUT_05313,small,1.0,Pharmacy
OUT_05314,Medium,1.0,Bakery
OUT_05315,small,1.0,Kiosk
OUT_05316,Medium,1.0,Pharmacy
OUT_05317,small,1.0,Kiosk
OUT_05318,Large,2.0,Eatery
OUT_05319,Medium,1.0,Eatery
OUT_05320,Medium,1.0,Hotel
OUT_05321,Medium,1.0,Kiosk
OUT_05322,small,0.0,Grocery
OUT_05323,small,0.0,Pharmacy
OUT_05324,Medium,1.0,Pharmacy
OUT_05325,Large,2.0,SMMT
OUT_05326,small,1.0,Bakery
OUT_05327,small,0.0,Grocery
OUT_05328,Medium,2.0,Hotel
OUT_05329,Large,3.0,Bakery
OUT_05330,small,0.0,Bakery
OUT_05332,Large,2.0,Grocery
OUT_05333,Large,5.0,Hotel
OUT_05334,small,1.0,SMMT
OUT_05335,Medium,1.0,Hotel
OUT_05336,Medium,1.0,Eatery
OUT_05337,Medium,1.0,Kiosk
OUT_05338,small,1.0,Bakery
OUT_05339,small,0.0,Eatery
OUT_05340,Large,5.0,Grocery
OUT_05341,small,0.0,Kiosk
OUT_05342,Medium,1.0,Pharmacy
OUT_05343,Medium,2.0,Eatery
OUT_05344,Medium,2.0,Pharmacy
OUT_05345,small,0.0,SMMT
OUT_05346,small,0.0,SMMT
OUT_05347,small,0.0,Pharmacy
OUT_05348,small,1.0,Kiosk
OUT_05349,Large,4.0,Hotel
OUT_05350,Medium,2.0,SMMT
OUT_05351,Large,4.0,Kiosk
OUT_05352,Medium,2.0,SMMT
OUT_05353,small,0.0,Kiosk
OUT_05354,Medium,1.0,Pharmacy
OUT_05355,Extra Large,5.0,Grocery
OUT_05356,small,0.0,Eatery
OUT_05357,Large,5.0,Kiosk
OUT_05358,Large,5.0,SMMT
OUT_05359,small,0.0,Kiosk
OUT_05360,Medium,1.0,Eatery
OUT_05361,small,0.0,Hotel
OUT_05362,Medium,1.0,SMMT
OUT_05363,small,0.0,SMMT
OUT_05364,small,0.0,Bakery
OUT_05365,small,1.0,Pharmacy
OUT_05366,Extra Large,3.0,SMMT
OUT_05367,Medium,2.0,SMMT
OUT_05368,small,0.0,Eatery
OUT_05369,Medium,1.0,Grocery
OUT_05370,small,0.0,SMMT
OUT_05371,small,0.0,Pharmacy
OUT_05372,Medium,2.0,Grocery
OUT_05373,Medium,1.0,Kiosk
OUT_05374,small,0.0,Bakery
OUT_05375,Large,2.0,Kiosk
OUT_05376,small,0.0,SMMT
OUT_05377,Large,3.0,Bakery
OUT_05378,small,0.0,Grocery
OUT_05379,Medium,2.0,Kiosk
OUT_05380,small,0.0,Eatery
OUT_05381,small,0.0,Bakery
OUT_05382,small,0.0,Hotel
OUT_05383,small,0.0,Bakery
OUT_05384,Large,3.0,Bakery
OUT_05385,Medium,1.0,SMMT
OUT_05386,small,0.0,Hotel
OUT_05387,Extra Large,5.0,Bakery
OUT_05389,small,0.0,SMMT
OUT_05390,small,1.0,SMMT
OUT_05391,small,0.0,Eatery
OUT_05392,Medium,1.0,Bakery
OUT_05393,Medium,1.0,Eatery
OUT_05394,small,1.0,Hotel
OUT_05395,small,0.0,Hotel
OUT_05396,Medium,2.0,Pharmacy
OUT_05397,small,0.0,Grocery
OUT_05398,small,1.0,Grocery
OUT_05399,small,1.0,Pharmacy
OUT_05400,small,0.0,Grocery
OUT_05401,Medium,1.0,Eatery
OUT_05402,Medium,2.0,Pharmacy
OUT_05403,Large,5.0,Grocery
OUT_05404,Medium,1.0,Grocery
OUT_05405,Medium,2.0,SMMT
OUT_05406,Medium,1.0,Grocery
OUT_05407,Large,5.0,Pharmacy
OUT_05408,small,1.0,Pharmacy
OUT_05409,Medium,1.0,Eatery
OUT_05410,Large,4.0,Grocery
OUT_05411,small,1.0,Bakery
OUT_05412,Large,3.0,Grocery
OUT_05413,small,0.0,Bakery
OUT_05414,small,1.0,Kiosk
OUT_05415,Medium,2.0,Kiosk
OUT_05416,Medium,2.0,Hotel
OUT_05417,small,0.0,Pharmacy
OUT_05418,Large,4.0,Kiosk
OUT_05419,Medium,1.0,Hotel
OUT_05420,small,0.0,Grocery
OUT_05421,small,5.0,Hotel
OUT_05422,small,1.0,SMMT
OUT_05423,small,0.0,Pharmacy
OUT_05424,Medium,1.0,Eatery
OUT_05425,small,4.0,Hotel
OUT_05426,Extra Large,2.0,Pharmacy
OUT_05427,Large,2.0,Grocery
OUT_05428,Large,2.0,Eatery
OUT_05429,small,1.0,Pharmacy
