Outlet_ID,Trade_Spend_Allocation_LKR
OUT_01538,0
OUT_01539,0
OUT_01540,0
OUT_01541,0
OUT_01542,0
OUT_01543,0
OUT_01544,0
OUT_01545,0
OUT_01546,0
OUT_01547,0
OUT_01548,0
OUT_01549,0
OUT_01550,0
OUT_01551,0
OUT_01552,0
OUT_01553,0
OUT_01554,2000
OUT_01555,0
OUT_01556,0
OUT_01557,2000
OUT_01558,0
OUT_01559,2000
OUT_01560,2000
OUT_01561,0
OUT_01562,0
OUT_01563,0
OUT_01564,0
OUT_01565,0
OUT_01566,0
OUT_01567,2000
OUT_01568,0
OUT_01569,0
OUT_01570,2000
OUT_01571,0
OUT_01572,0
OUT_01573,0
OUT_01574,0
OUT_01575,0
OUT_01576,0
OUT_01577,0
OUT_01578,0
OUT_01579,0
OUT_01580,0
OUT_01581,0
OUT_01582,2000
OUT_01583,0
OUT_01584,0
OUT_01585,0
OUT_01586,0
OUT_01587,0
OUT_01588,0
OUT_01589,0
OUT_01590,0
OUT_01591,0
OUT_01592,0
OUT_01593,0
OUT_01594,0
OUT_01595,5000
OUT_01596,0
OUT_01597,0
OUT_01598,0
OUT_01599,0
OUT_01600,0
OUT_01601,0
OUT_01602,0
OUT_01603,0
OUT_01604,0
OUT_01605,2000
OUT_01606,2000
OUT_01607,0
OUT_01608,0
OUT_01609,0
OUT_01610,0
OUT_01611,0
OUT_01612,0
OUT_01613,0
OUT_01614,2000
OUT_01615,0
OUT_01616,0
OUT_01617,0
OUT_01618,0
OUT_01619,0
OUT_01620,0
OUT_01621,2000
OUT_01622,0
OUT_01623,0
OUT_01624,2000
OUT_01625,0
OUT_01626,0
OUT_01627,0
OUT_01628,0
OUT_01629,0
OUT_01630,0
OUT_01631,0
OUT_01632,0
OUT_01633,0
OUT_01634,2000
OUT_01635,0
OUT_01636,0
OUT_01637,0
OUT_01638,0
OUT_01639,5000
OUT_01640,5000
OUT_01641,5000
OUT_01642,0
OUT_01643,0
OUT_01644,0
OUT_01645,0
OUT_01646,0
OUT_01648,0
OUT_01649,0
OUT_01650,5000
OUT_01651,2000
OUT_01652,0
OUT_01653,0
OUT_01654,2000
OUT_01655,0
OUT_01656,2000
OUT_01657,0
OUT_01658,0
OUT_01659,0
OUT_01660,0
OUT_01661,0
OUT_01662,0
OUT_01663,0
OUT_01664,0
OUT_01665,2000
OUT_01666,2000
OUT_01667,0
OUT_01668,0
OUT_01669,0
OUT_01670,0
OUT_01671,0
OUT_01672,0
OUT_01673,0
OUT_01674,0
OUT_01675,0
OUT_01676,0
OUT_01677,0
OUT_01678,0
OUT_01679,2000
OUT_01680,0
OUT_01681,0
OUT_01682,0
OUT_01683,0
OUT_01684,0
OUT_01685,0
OUT_01686,0
OUT_01688,0
OUT_01689,0
OUT_01690,0
OUT_01691,2000
OUT_01692,0
OUT_01693,0
OUT_01694,2000
OUT_01695,0
OUT_01696,0
OUT_01697,0
OUT_01698,0
OUT_01699,0
OUT_01700,0
OUT_01701,0
OUT_01702,0
OUT_01703,0
OUT_01704,0
OUT_01705,0
OUT_01707,0
OUT_01708,0
OUT_01709,0
OUT_01710,0
OUT_01711,0
OUT_01712,5000
OUT_01713,0
OUT_01714,0
OUT_01715,0
OUT_01716,5000
OUT_01717,0
OUT_01718,0
OUT_01719,0
OUT_01720,0
OUT_01721,0
OUT_01722,0
OUT_01723,0
OUT_01724,0
OUT_01725,5000
OUT_01726,0
OUT_01727,0
OUT_01728,0
OUT_01729,0
OUT_01730,0
OUT_01731,0
OUT_01732,0
OUT_01733,2000
OUT_01734,0
OUT_01735,2000
OUT_01736,2000
OUT_01737,2000
OUT_01738,0
OUT_01739,0
OUT_01740,2000
OUT_01741,0
OUT_01742,0
OUT_01743,0
OUT_01744,0
OUT_01745,0
OUT_01746,0
OUT_01747,0
OUT_01748,0
OUT_01749,2000
OUT_01750,0
OUT_01751,0
OUT_01752,0
OUT_01753,0
OUT_01754,0
OUT_01755,0
OUT_01756,0
OUT_01757,2000
OUT_01758,2000
OUT_01759,0
OUT_01760,5000
OUT_01761,0
OUT_01762,0
OUT_01763,0
OUT_01764,0
OUT_01765,0
OUT_01766,2000
OUT_01767,2000
OUT_01768,0
OUT_01769,0
OUT_01770,0
OUT_01771,0
OUT_01772,0
OUT_01773,0
OUT_01774,0
OUT_01775,2000
OUT_01776,0
OUT_01777,0
OUT_01778,0
OUT_01779,0
OUT_01780,0
OUT_01781,0
OUT_01782,5000
OUT_01783,0
OUT_01784,0
OUT_01785,2000
OUT_01786,0
OUT_01787,0
OUT_01788,0
OUT_01789,0
OUT_01790,0
OUT_01791,2000
OUT_01792,0
OUT_01793,0
OUT_01794,0
OUT_01795,0
OUT_01796,0
OUT_01797,0
OUT_01798,0
OUT_01799,0
OUT_01800,0
OUT_01801,2000
OUT_01802,2000
OUT_01803,2000
OUT_01804,0
OUT_01805,0
OUT_01806,2000
OUT_01807,0
OUT_01808,0
OUT_01809,0
OUT_01810,0
OUT_01811,0
OUT_01812,0
OUT_01813,0
OUT_01814,0
OUT_01815,0
OUT_01816,0
OUT_01817,0
OUT_01818,0
OUT_01819,0
OUT_01820,0
OUT_01821,5000
OUT_01822,0
OUT_01823,0
OUT_01824,0
OUT_01825,2000
OUT_01826,2000
OUT_01827,2000
OUT_01828,0
OUT_01829,0
OUT_01830,0
OUT_01831,0
OUT_01832,0
OUT_01833,0
OUT_01834,2000
OUT_01835,2000
OUT_01836,0
OUT_01837,0
OUT_01838,0
OUT_01839,0
OUT_01840,0
OUT_01841,2000
OUT_01842,0
OUT_01843,0
OUT_01844,2000
OUT_01845,0
OUT_01846,0
OUT_01847,2000
OUT_01848,0
OUT_01849,0
OUT_01850,0
OUT_01851,2000
OUT_01852,2000
OUT_01853,0
OUT_01854,0
OUT_01855,0
OUT_01856,0
OUT_01857,0
OUT_01858,0
OUT_01859,0
OUT_01860,0
OUT_01861,0
OUT_01862,0
OUT_01863,0
OUT_01865,0
OUT_01866,0
OUT_01867,0
OUT_01868,0
OUT_01869,2000
OUT_01870,0
OUT_01872,0
OUT_01873,0
OUT_01874,2000
OUT_01875,0
OUT_01876,0
OUT_01877,2000
OUT_01878,2000
OUT_01879,2000
OUT_01880,0
OUT_01881,0
OUT_01882,0
OUT_01883,0
OUT_01884,0
OUT_01885,0
OUT_01886,0
OUT_01887,0
OUT_01888,0
OUT_01889,0
OUT_01890,0
OUT_01891,2000
OUT_01892,0
OUT_01893,0
OUT_01894,0
OUT_01895,0
OUT_01896,0
OUT_01897,2000
OUT_01898,0
OUT_01899,2000
OUT_01900,0
OUT_01901,5000
OUT_01902,0
OUT_01903,2000
OUT_01904,2000
OUT_01905,0
OUT_01906,5000
OUT_01907,0
OUT_01908,0
OUT_01909,0
OUT_01910,0
OUT_01911,0
OUT_01912,0
OUT_01913,0
OUT_01914,0
OUT_01915,0
OUT_01916,0
OUT_01917,0
OUT_01918,0
OUT_01919,0
OUT_01920,2000
OUT_01921,0
OUT_01922,0
OUT_01923,0
OUT_01924,0
OUT_01925,2000
OUT_01926,2000
OUT_01927,0
OUT_01928,2000
OUT_01929,0
OUT_01930,0
OUT_01931,2000
OUT_01932,0
OUT_01933,0
OUT_01934,0
OUT_01936,0
OUT_01937,5000
OUT_01938,0
OUT_01939,0
OUT_01940,0
OUT_01941,0
OUT_01942,0
OUT_01943,0
OUT_01944,2000
OUT_01945,0
OUT_01946,0
OUT_01947,0
OUT_01948,0
OUT_01949,0
OUT_01951,2000
OUT_01952,0
OUT_01953,2000
OUT_01954,0
OUT_01955,0
OUT_01956,0
OUT_01957,0
OUT_01958,0
OUT_01959,0
OUT_01960,0
OUT_01961,2000
OUT_01962,0
OUT_01963,2000
OUT_01964,0
OUT_01965,0
OUT_01966,0
OUT_01967,2000
OUT_01968,0
OUT_01969,0
OUT_01970,5000
OUT_01971,0
OUT_01972,0
OUT_01973,0
OUT_01974,0
OUT_01975,0
OUT_01976,0
OUT_01977,0
OUT_01978,0
OUT_01979,0
OUT_01980,0
OUT_01981,0
OUT_01982,2000
OUT_01983,0
OUT_01984,2000
OUT_01985,2000
OUT_01986,0
OUT_01987,0
OUT_01988,0
OUT_01989,0
OUT_01990,0
OUT_01991,2000
OUT_01992,0
OUT_01993,0
OUT_01994,0
OUT_01995,0
OUT_01996,2000
OUT_01997,2000
OUT_01998,0
OUT_01999,2000
OUT_02000,0
OUT_02001,0
OUT_02002,0
OUT_02003,0
OUT_02004,0
OUT_02005,0
OUT_02006,0
OUT_02007,0
OUT_02008,0
OUT_02009,0
OUT_02010,0
OUT_02011,0
OUT_02012,0
OUT_02013,0
OUT_02014,2000
OUT_02015,0
OUT_02016,5000
OUT_02017,2000
OUT_02018,0
OUT_02019,0
OUT_02020,0
OUT_02021,0
OUT_02022,5000
OUT_02023,2000
OUT_02024,0
OUT_02025,5000
OUT_02026,0
OUT_02027,0
OUT_02028,0
OUT_02029,0
OUT_02030,0
OUT_02031,0
OUT_02032,0
OUT_02033,0
OUT_02034,5000
OUT_02035,0
OUT_02036,0
OUT_02037,0
OUT_02038,0
OUT_02039,0
OUT_02040,0
OUT_02041,0
OUT_02042,0
OUT_02044,2000
OUT_02045,0
OUT_02046,0
OUT_02048,0
OUT_02050,0
OUT_02051,0
OUT_02053,0
OUT_02054,0
OUT_02055,0
OUT_02056,5000
OUT_02057,0
OUT_02058,2000
OUT_02059,0
OUT_02060,0
OUT_02061,0
OUT_02062,0
OUT_02063,0
OUT_02064,0
OUT_02065,0
OUT_02066,2000
OUT_02067,0
OUT_02068,2000
OUT_02069,0
OUT_02070,0
OUT_02071,0
OUT_02073,2000
OUT_02074,0
OUT_02075,0
OUT_02076,0
OUT_02077,0
OUT_02078,2000
OUT_02079,0
OUT_02080,0
OUT_02081,0
OUT_02082,0
OUT_02083,5000
OUT_02084,0
OUT_02085,2000
OUT_02086,0
OUT_02087,0
OUT_02088,2000
OUT_02089,0
OUT_02090,0
OUT_02091,0
OUT_02092,0
OUT_02093,0
OUT_02094,2000
OUT_02095,0
OUT_02096,5000
OUT_02097,2000
OUT_02098,0
OUT_02099,0
OUT_02100,0
OUT_02101,0
OUT_02102,0
OUT_02103,0
OUT_02104,0
OUT_02105,0
OUT_02106,0
OUT_02107,0
OUT_02108,0
OUT_02109,0
OUT_02110,0
OUT_02111,0
OUT_02112,0
OUT_02113,0
OUT_02114,0
OUT_02115,0
OUT_02116,0
OUT_02117,0
OUT_02118,0
OUT_02119,0
OUT_02120,0
OUT_02121,2000
OUT_02122,0
OUT_02123,0
OUT_02124,0
OUT_02125,0
OUT_02126,0
OUT_02127,0
OUT_02128,0
OUT_02129,0
OUT_02130,0
OUT_02131,0
OUT_02132,0
OUT_02133,2000
OUT_02134,0
OUT_02135,0
OUT_02136,2000
OUT_02137,0
OUT_02138,2000
OUT_02139,2000
OUT_02140,0
OUT_02141,0
OUT_02142,0
OUT_02143,0
OUT_02144,0
OUT_02145,0
OUT_02146,10000
OUT_02147,0
OUT_02148,0
OUT_02149,0
OUT_02150,0
OUT_02151,0
OUT_02152,5000
OUT_02153,0
OUT_02154,0
OUT_02155,0
OUT_02156,0
OUT_02157,0
OUT_02158,0
OUT_02159,0
OUT_02160,0
OUT_02161,2000
OUT_02162,0
OUT_02163,0
OUT_02164,0
OUT_02165,0
OUT_02166,0
OUT_02167,0
OUT_02168,0
OUT_02169,0
OUT_02170,0
OUT_02171,0
OUT_02172,0
OUT_02173,0
OUT_02174,0
OUT_02175,0
OUT_02176,2000
OUT_02177,0
OUT_02178,0
OUT_02179,0
OUT_02180,5000
OUT_02181,0
OUT_02182,0
OUT_02183,0
OUT_02184,0
OUT_02185,0
OUT_02186,0
OUT_02187,0
OUT_02188,0
OUT_02189,0
OUT_02190,5000
OUT_02191,0
OUT_02192,0
OUT_02193,0
OUT_02194,0
OUT_02195,0
OUT_02196,0
OUT_02197,0
OUT_02198,0
OUT_02199,0
OUT_02200,0
OUT_02201,2000
OUT_02203,2000
OUT_02204,0
OUT_02205,2000
OUT_02206,2000
OUT_02207,2000
OUT_02208,0
OUT_02209,0
OUT_02210,0
OUT_02211,0
OUT_02212,0
OUT_02213,0
OUT_02214,0
OUT_02215,0
OUT_02216,0
OUT_02217,2000
OUT_02218,0
OUT_02219,0
OUT_02220,0
OUT_02221,0
OUT_02222,0
OUT_02223,0
OUT_02224,0
OUT_02225,0
OUT_02226,0
OUT_02227,0
OUT_02228,0
OUT_02229,0
OUT_02230,0
OUT_02231,0
OUT_02232,0
OUT_02233,0
OUT_02234,0
OUT_02235,0
OUT_02236,5000
OUT_02237,0
OUT_02238,2000
OUT_02239,0
OUT_02240,0
OUT_02241,0
OUT_02242,2000
OUT_02243,2000
OUT_02244,0
OUT_02245,0
OUT_02246,2000
OUT_02247,0
OUT_02248,0
OUT_02249,0
OUT_02250,0
OUT_02251,0
OUT_02252,0
OUT_02253,0
OUT_02254,0
OUT_02255,0
OUT_02256,0
OUT_02257,0
OUT_02258,0
OUT_02259,0
OUT_02260,0
OUT_02261,0
OUT_02262,0
OUT_02263,0
OUT_02265,0
OUT_02266,0
OUT_02267,2000
OUT_02268,0
OUT_02269,0
OUT_02270,0
OUT_02271,2000
OUT_02272,0
OUT_02273,0
OUT_02274,2000
OUT_02275,0
OUT_02276,0
OUT_02278,0
OUT_02279,2000
OUT_02280,0
OUT_02281,0
OUT_02282,0
OUT_02283,0
OUT_02284,0
OUT_02285,0
OUT_02286,2000
OUT_02287,0
OUT_02288,0
OUT_02289,0
OUT_02290,0
OUT_02291,0
OUT_02292,0
OUT_02293,0
OUT_02294,0
OUT_02295,0
OUT_02296,0
OUT_02297,0
OUT_02298,2000
OUT_02299,0
OUT_02300,0
OUT_02301,2000
OUT_02302,0
OUT_02303,2000
OUT_02304,0
OUT_02305,0
OUT_02306,0
OUT_02307,0
OUT_02308,2000
OUT_02309,0
OUT_02310,2000
OUT_02311,0
OUT_02312,0
OUT_02314,0
OUT_02315,0
OUT_02316,0
OUT_02317,0
OUT_02318,0
OUT_02319,0
OUT_02320,0
OUT_02321,0
OUT_02322,5000
OUT_02323,0
OUT_02324,0
OUT_02325,0
OUT_02326,0
OUT_02327,0
OUT_02328,0
OUT_02329,0
OUT_02330,0
OUT_02331,0
OUT_02332,0
OUT_02334,2000
OUT_02335,0
OUT_02336,0
OUT_02338,0
OUT_02339,0
OUT_02340,0
OUT_02341,0
OUT_02342,0
OUT_02343,0
OUT_02344,0
OUT_02345,0
OUT_02346,2000
OUT_02347,0
OUT_02348,0
OUT_02349,0
OUT_02350,0
OUT_02351,5000
OUT_02352,0
OUT_02353,0
OUT_02354,0
OUT_02355,0
OUT_02356,0
OUT_02357,0
OUT_02358,2000
OUT_02359,0
OUT_02360,0
OUT_02361,0
OUT_02362,0
OUT_02363,0
OUT_02364,0
OUT_02365,0
OUT_02366,0
OUT_02367,0
OUT_02368,0
OUT_02369,2000
OUT_02370,0
OUT_02371,5000
OUT_02372,0
OUT_02373,5000
OUT_02374,0
OUT_02375,0
OUT_02376,0
OUT_02377,0
OUT_02378,0
OUT_02379,0
OUT_02380,0
OUT_02381,0
OUT_02382,0
OUT_02383,5000
OUT_02385,2000
OUT_02386,2000
OUT_02387,2000
OUT_02388,0
OUT_02390,0
OUT_02391,0
OUT_02392,0
OUT_02393,0
OUT_02394,0
OUT_02395,0
OUT_02396,0
OUT_02397,0
OUT_02398,0
OUT_02399,2000
OUT_02400,0
OUT_02402,0
OUT_02403,0
OUT_02404,2000
OUT_02405,2000
OUT_02406,0
OUT_02407,0
OUT_02408,0
OUT_02409,0
OUT_02410,0
OUT_02411,2000
OUT_02412,0
OUT_02413,0
OUT_02414,0
OUT_02415,2000
OUT_02416,2000
OUT_02417,0
OUT_02418,0
OUT_02419,0
OUT_02420,0
OUT_02421,0
OUT_02422,5000
OUT_02423,0
OUT_02424,0
OUT_02425,0
OUT_02427,0
OUT_02428,0
OUT_02429,0
OUT_02430,0
OUT_02431,2000
OUT_02432,0
OUT_02433,0
OUT_02435,0
OUT_02436,0
OUT_02437,5000
OUT_02438,0
OUT_02439,0
OUT_02440,0
OUT_02441,0
OUT_02442,0
OUT_02443,0
OUT_02444,2000
OUT_02445,0
OUT_02446,0
OUT_02447,0
OUT_02448,0
OUT_02449,0
OUT_02450,0
OUT_02451,0
OUT_02452,2000
OUT_02453,0
OUT_02454,0
OUT_02455,0
OUT_02456,0
OUT_02457,0
OUT_02458,2000
OUT_02459,5000
OUT_02460,0
OUT_02461,0
OUT_02462,2000
OUT_02463,0
OUT_02464,0
OUT_02465,0
OUT_02467,0
OUT_02468,0
OUT_02469,0
OUT_02470,0
OUT_02471,5000
OUT_02472,0
OUT_02474,0
OUT_02475,5000
OUT_02476,0
OUT_02477,0
OUT_02478,0
OUT_02479,2000
OUT_02480,0
OUT_02481,0
OUT_02482,2000
OUT_02483,0
OUT_02484,0
OUT_02485,0
OUT_02486,0
OUT_02487,0
OUT_02488,0
OUT_02489,0
OUT_02490,0
OUT_02491,0
OUT_02492,0
OUT_02493,0
OUT_02494,0
OUT_02495,0
OUT_02496,0
OUT_02497,0
OUT_02498,0
OUT_02499,0
OUT_02500,0
OUT_02501,2000
OUT_02502,0
OUT_02503,0
OUT_02504,0
OUT_02506,0
OUT_02507,0
OUT_02508,0
OUT_02509,0
OUT_02510,0
OUT_02511,0
OUT_02512,0
OUT_02513,0
OUT_02514,2000
OUT_02515,2000
OUT_02516,0
OUT_02517,0
OUT_02518,2000
OUT_02519,0
OUT_02520,0
OUT_02521,0
OUT_02522,0
OUT_02523,0
OUT_02524,2000
OUT_02525,2000
OUT_02526,0
OUT_02527,0
OUT_02528,0
OUT_02529,0
OUT_02530,0
OUT_02531,0
OUT_02532,0
OUT_02533,0
OUT_02534,0
OUT_02535,0
OUT_02536,0
OUT_02538,0
OUT_02539,0
OUT_02540,0
OUT_02541,2000
OUT_02542,0
OUT_02543,0
OUT_02544,0
OUT_02545,0
OUT_02546,0
OUT_02547,0
OUT_02548,0
OUT_02549,0
OUT_02550,0
OUT_02551,0
OUT_02552,2000
OUT_02553,0
OUT_02554,0
OUT_02555,0
OUT_02556,0
OUT_02557,0
OUT_02558,0
OUT_02559,0
OUT_02560,0
OUT_02561,0
OUT_02562,0
OUT_02563,0
OUT_02564,0
OUT_02565,0
OUT_02566,0
OUT_02567,0
OUT_02568,0
OUT_02569,0
OUT_02570,0
OUT_02571,0
OUT_02572,0
OUT_02573,0
OUT_02574,0
OUT_02575,0
OUT_02576,2000
OUT_02577,0
OUT_02578,2000
OUT_02579,0
OUT_02580,0
OUT_02581,0
OUT_02582,5000
OUT_02583,0
OUT_02584,0
OUT_02585,0
OUT_02586,2000
OUT_02587,0
OUT_02588,0
OUT_02589,0
OUT_02590,0
OUT_02591,2000
OUT_02592,0
OUT_02593,2000
OUT_02594,0
OUT_02595,0
OUT_02596,2000
OUT_02597,2000
OUT_02598,2000
OUT_02599,5000
OUT_02600,0
OUT_02601,0
OUT_02602,0
OUT_02603,2000
OUT_02604,0
OUT_02605,0
OUT_02606,2000
OUT_02607,0
OUT_02608,0
OUT_02609,0
OUT_02610,0
OUT_02611,0
OUT_02612,0
OUT_02613,0
OUT_02614,0
OUT_02615,0
OUT_02616,2000
OUT_02617,5000
OUT_02618,0
OUT_02619,0
OUT_02620,0
OUT_02621,0
OUT_02622,0
OUT_02623,0
OUT_02624,0
OUT_02625,0
OUT_02626,2000
OUT_02627,2000
OUT_02628,0
OUT_02629,0
OUT_02630,0
OUT_02631,0
OUT_02632,0
OUT_02633,0
OUT_02634,0
OUT_02635,0
OUT_02636,2000
OUT_02637,0
OUT_02638,0
OUT_02639,0
OUT_02640,0
OUT_02641,2000
OUT_02642,0
OUT_02643,2000
OUT_02644,0
OUT_02645,0
OUT_02646,0
OUT_02647,2000
OUT_02648,0
OUT_02649,0
OUT_02650,0
OUT_02651,0
OUT_02652,0
OUT_02653,0
OUT_02654,2000
OUT_02655,0
OUT_02656,0
OUT_02657,0
OUT_02658,0
OUT_02659,0
OUT_02660,0
OUT_02661,0
OUT_02662,0
OUT_02663,0
OUT_02664,2000
OUT_02665,2000
OUT_02666,0
OUT_02667,0
OUT_02668,2000
OUT_02669,0
OUT_02670,0
OUT_02671,0
OUT_02672,0
OUT_02673,0
OUT_02674,0
OUT_02675,0
OUT_02676,0
OUT_02677,0
OUT_02678,0
OUT_02679,0
OUT_02680,0
OUT_02681,0
OUT_02682,0
OUT_02683,0
OUT_02684,2000
OUT_02685,0
OUT_02686,0
OUT_02687,0
OUT_02688,0
OUT_02689,0
OUT_02690,0
OUT_02691,2000
OUT_02692,0
OUT_02693,0
OUT_02694,0
OUT_02695,0
OUT_02696,0
OUT_02697,0
OUT_02698,0
OUT_02699,0
OUT_02700,0
OUT_02701,0
OUT_02702,0
OUT_02703,0
OUT_02704,0
OUT_02705,0
OUT_02706,0
OUT_02707,0
OUT_02708,0
OUT_02709,0
OUT_02710,0
OUT_02711,0
OUT_02712,2000
OUT_02713,0
OUT_02714,0
OUT_02715,0
OUT_02716,0
OUT_02717,2000
OUT_02718,0
OUT_02719,0
OUT_02720,0
OUT_02721,5000
OUT_02722,0
OUT_02723,2000
OUT_02724,0
OUT_02725,0
OUT_02726,0
OUT_02727,0
OUT_02728,2000
OUT_02729,0
OUT_02730,0
OUT_02731,0
OUT_02732,0
OUT_02733,0
OUT_02734,2000
OUT_02735,0
OUT_02736,0
OUT_02737,0
OUT_02739,0
OUT_02740,2000
OUT_02741,0
OUT_02742,0
OUT_02743,0
OUT_02744,0
OUT_02745,0
OUT_02746,0
OUT_02747,0
OUT_02748,0
OUT_02749,0
OUT_02750,0
OUT_02751,2000
OUT_02752,0
OUT_02753,0
OUT_02754,0
OUT_02755,5000
OUT_02756,0
OUT_02757,0
OUT_02758,2000
OUT_02759,0
OUT_02760,2000
OUT_02761,0
OUT_02762,0
OUT_02763,0
OUT_02764,0
OUT_02765,2000
OUT_02766,0
OUT_02767,0
OUT_02768,0
OUT_02769,0
OUT_02770,0
OUT_02771,0
OUT_02772,2000
OUT_02773,2000
OUT_02774,0
OUT_02775,0
OUT_02776,2000
OUT_02777,0
OUT_02778,0
OUT_02779,0
OUT_02780,0
OUT_02781,0
OUT_02782,2000
OUT_02783,5000
OUT_02784,0
OUT_02785,0
OUT_02786,0
OUT_02787,0
OUT_02788,0
OUT_02789,0
OUT_02790,0
OUT_02791,0
OUT_02792,0
OUT_02793,0
OUT_02796,0
OUT_02797,0
OUT_02798,0
OUT_02799,0
OUT_02800,0
OUT_02801,0
OUT_02802,0
OUT_02803,0
OUT_02804,0
OUT_02805,0
OUT_02806,0
OUT_02807,0
OUT_02808,0
OUT_02809,0
OUT_02810,0
OUT_02811,0
OUT_02812,0
OUT_02813,0
OUT_02814,0
OUT_02815,0
OUT_02816,0
OUT_02817,0
OUT_02818,0
OUT_02819,0
OUT_02820,2000
OUT_02821,0
OUT_02822,0
OUT_02823,0
OUT_02824,0
OUT_02825,0
OUT_02826,0
OUT_02827,0
OUT_02828,0
OUT_02829,2000
OUT_02830,0
OUT_02831,0
OUT_02832,2000
OUT_02833,2000
OUT_02834,0
OUT_02835,0
OUT_02836,2000
OUT_02837,0
OUT_02838,0
OUT_02839,0
OUT_02840,2000
OUT_02841,5000
OUT_02842,0
OUT_02843,0
OUT_02844,0
OUT_02845,0
OUT_02846,0
OUT_02847,2000
OUT_02848,0
OUT_02849,0
OUT_02851,0
OUT_02852,0
OUT_02853,0
OUT_02854,2000
OUT_02855,0
OUT_02856,0
OUT_02857,0
OUT_02858,0
OUT_02859,0
OUT_02860,5000
OUT_02861,0
OUT_02863,0
OUT_02864,0
OUT_02865,5000
OUT_02866,0
OUT_02867,0
OUT_02868,0
OUT_02869,0
OUT_02870,0
OUT_02871,0
OUT_02872,2000
OUT_02873,0
OUT_02874,0
OUT_02875,0
OUT_02876,0
OUT_02877,0
OUT_02878,0
OUT_02879,0
OUT_02880,0
OUT_02881,0
OUT_02882,0
OUT_02883,5000
OUT_02885,0
OUT_02886,0
OUT_02887,0
OUT_02888,0
OUT_02889,0
OUT_02890,2000
OUT_02891,0
OUT_02892,5000
OUT_02893,0
OUT_02894,0
OUT_02895,2000
OUT_02896,2000
OUT_02897,0
OUT_02898,0
OUT_02899,0
OUT_02900,0
OUT_02901,0
OUT_02902,0
OUT_02903,0
OUT_02904,0
OUT_02905,0
OUT_02906,2000
OUT_02908,0
OUT_02909,0
OUT_02910,0
OUT_02911,2000
OUT_02912,0
OUT_02913,0
OUT_02914,0
OUT_02915,0
OUT_02916,0
OUT_02917,0
OUT_02918,0
OUT_02919,2000
OUT_02920,0
OUT_02921,2000
OUT_02922,2000
OUT_02923,0
OUT_02924,0
OUT_02925,0
OUT_02926,0
OUT_02927,0
OUT_02928,0
OUT_02929,0
OUT_02930,2000
OUT_02931,0
OUT_02932,0
OUT_02933,0
OUT_02934,0
OUT_02935,0
OUT_02936,5000
OUT_02937,0
OUT_02938,0
OUT_02939,0
OUT_02940,0
OUT_02941,2000
OUT_02942,0
OUT_02943,0
OUT_02944,0
OUT_02945,0
OUT_02947,0
OUT_02948,0
OUT_02949,0
OUT_02950,10000
OUT_02951,0
OUT_02952,0
OUT_02953,0
OUT_02954,0
OUT_02955,0
OUT_02956,2000
OUT_02957,0
OUT_02958,0
OUT_02959,0
OUT_02960,0
OUT_02961,0
OUT_02962,15000
OUT_02963,0
OUT_02964,5000
OUT_02965,0
OUT_02966,0
OUT_02967,0
OUT_02968,0
OUT_02969,2000
OUT_02970,2000
OUT_02971,0
OUT_02972,0
OUT_02973,0
OUT_02974,0
OUT_02975,0
OUT_02976,0
OUT_02977,0
OUT_02978,0
OUT_02979,0
OUT_02980,0
OUT_02981,0
OUT_02982,0
OUT_02983,0
OUT_02984,0
OUT_02985,0
OUT_02986,0
OUT_02987,0
OUT_02988,0
OUT_02989,0
OUT_02990,0
OUT_02991,0
OUT_02992,0
OUT_02993,0
OUT_02994,0
OUT_02995,0
OUT_02996,2000
OUT_02997,2000
OUT_02998,0
OUT_02999,0
OUT_03000,0
OUT_03001,0
OUT_03002,0
OUT_03003,0
OUT_03004,2000
OUT_03005,0
OUT_03006,0
OUT_03007,0
OUT_03008,0
OUT_03009,0
OUT_03010,0
OUT_03011,0
OUT_03012,0
OUT_03013,0
OUT_03014,0
OUT_03015,0
OUT_03016,0
OUT_03017,0
OUT_03019,0
OUT_03020,5000
OUT_03021,2000
OUT_03022,0
OUT_03023,0
OUT_03024,0
OUT_03025,0
OUT_03026,0
OUT_03027,0
OUT_03028,0
OUT_03029,0
OUT_03030,0
OUT_03031,0
OUT_03032,0
OUT_03033,2000
OUT_03034,0
OUT_03036,2000
OUT_03037,5000
OUT_03038,2000
OUT_03039,0
OUT_03040,0
OUT_03041,0
OUT_03042,0
OUT_03043,0
OUT_03044,0
OUT_03045,2000
OUT_03046,0
OUT_03047,0
OUT_03048,0
OUT_03049,0
OUT_03050,0
OUT_03051,0
OUT_03052,2000
OUT_03053,0
OUT_03054,0
OUT_03055,0
OUT_03056,2000
OUT_03057,0
OUT_03059,0
OUT_03060,0
OUT_03061,2000
OUT_03062,0
OUT_03064,5000
OUT_03065,2000
OUT_03066,0
OUT_03067,0
OUT_03068,2000
OUT_03069,0
OUT_03070,2000
OUT_03071,0
OUT_03072,0
OUT_03073,0
OUT_03074,0
OUT_03075,5000
OUT_03076,0
OUT_03077,2000
OUT_03078,5000
OUT_03079,0
OUT_03080,0
OUT_03081,0
OUT_03082,0
OUT_03083,0
OUT_03084,2000
OUT_03085,0
OUT_03086,0
OUT_03087,2000
OUT_03088,0
OUT_03089,0
OUT_03090,0
OUT_03091,0
OUT_03092,0
OUT_03093,2000
OUT_03094,0
OUT_03095,0
OUT_03096,0
OUT_03097,2000
